,ref,file,length,initial,ref_parsed,year
4173,"NGSS Lead States. (2013). Next Generation Science Standards: For States, By States.",/import2016short/106,83,N,NGSS Lead States. (2013),2013.0
4174,"Snir, J., Smith, C., & Grosslight, L. (1993). Conceptually enhanced simulations: A computer tool for science teaching. Journal of Science Education and Technology, 2(2), 373–388.",/import2016short/106,178,S,"Snir, J., Smith, C., & Grosslight, L. (1993)",1993.0
4175,"Wilensky, U. (1999). {NetLogo}.",/import2016short/106,31,W,"Wilensky, U. (1999)",1999.0
4176,"Wilensky, U., & Reisman, K. (2006). Thinking like a wolf, a sheep, or a firefly: Learning biology through constructing and testing computational theories—an embodied modeling approach. Cognition and instruction, 24(2), 171-209.",/import2016short/106,227,W,"Wilensky, U., & Reisman, K. (2006)",2006.0
4177,"Billig, M. (1987). Arguing and thinking: A rhetorical approach to social psychology. Cambridge: Cambridge University Press.",/import2016short/99,123,B,"Billig, M. (1987)",1987.0
4178,"Crowell, A., & Kuhn, D. (2014). Developing dialogic argumentation skills: A 3-year intervention study. Journal of Cognition and Development, 15, 363-381,",/import2016short/99,153,C,"Crowell, A., & Kuhn, D. (2014)",2014.0
4179,"Graff, G. (2003). Clueless in academe: How schooling obscures the life of the mind. New Haven: Yale University Press.",/import2016short/99,117,G,"Graff, G. (2003)",2003.0
4180,"Kuhn, D. (1991). The skills of argument. Cambridge: Cambridge University Press.",/import2016short/99,79,K,"Kuhn, D. (1991)",1991.0
4181,"Kuhn, D., & Crowell, A. (2011). Dialogic argumentation as a vehicle for developing young adolescents’ thinking. Psychological Science, 22, 545-552",/import2016short/99,146,K,"Kuhn, D., & Crowell, A. (2011)",2011.0
4182,"Kuhn, D., Hemberger, L., & Khait, V. (2016). Argue with me: Argument as a path to developing students’ thinking and writing. New York: Routledge.",/import2016short/99,145,K,"Kuhn, D., Hemberger, L., & Khait, V. (2016)",2016.0
4183,"Kuhn, D., Zillmer, N., Crowell, A., & Zavala, J. (2013). Developing norms of argumentation: Metacognitive, epistemological, and social dimensions of developing argumentive competence. Cognition & Instruction, 31, 456-496.",/import2016short/99,221,K,"Kuhn, D., Zillmer, N., Crowell, A., & Zavala, J. (2013)",2013.0
4184,"Walton, D. N. (1989). Dialogue theory for critical thinking. Argumentation, 3, 169-184.",/import2016short/99,87,W,"Walton, D. N. (1989)",1989.0
4185,"Bryan, W L., & Harter, N. (1897). Studies in the physiology and psychology of the telegraphic language. Psychological Review, 4, 27-53.",/import2016short/139,135,B,"Bryan, W L., & Harter, N. (1897)",1897.0
4186,"Critcher, C. R. & Dunning, D. (2009). How Chronic Self-Views Influence (and Mislead) Self-Assessments of Task Performance: Self-Views Shape Bottom-Up Experiences with the Task. Journal of Personality and Social Psychology, 97(6), 931-945.",/import2016short/139,238,C,"Critcher, C. R. & Dunning, D. (2009)",2009.0
4187,"De Groot, A.D. (1978). Thought and Choice in Chess. The Hague: Mouton Publishers.",/import2016short/139,81,D,"De Groot, A.D. (1978)",1978.0
4188,"Dounas-Frazer, D. R. and Reinholz, D. L. (2015). Attending to lifelong learning skills through guided reflection in a physics class. American Journal of Physics, 83, p. 881.",/import2016short/139,173,D,"Dounas-Frazer, D. R. and Reinholz, D. L. (2015)",2015.0
4189,"Chi, M. T. H., Feltovich, P., & Glaser, R. (1981). Categorization and representation of physics problems by experts and novcies. Cognitive Science, 5, 121-152.",/import2016short/139,159,C,"Chi, M. T. H., Feltovich, P., & Glaser, R. (1981)",1981.0
4190,"Chi, M. T.H. (2006). Two Approaches to the Study of Experts’ Characteristics. In K. A. Ericsson, N. Charness, P. Feltovich, & R. Hoffman (Eds.), The Cambridge handbook of expertise and expert performance (pp. 121-30), New York, NY: Cambridge University Press.",/import2016short/139,259,C,"Chi, M. T.H. (2006)",2006.0
4191,"Elby, A. (1999). Another reason that physics students learn by rote. American Journal of Physics. 67, p. S52.",/import2016short/139,109,E,"Elby, A. (1999)",1999.0
4192,"Kruger, J. & Dunning, D. (1999). Unskilled and unaware of it: How difficulties in recognizing one's own incompetence lead to inflated self-assessments. Journal of Personality and Social Psych., 77(6), 1121.",/import2016short/139,206,K,"Kruger, J. & Dunning, D. (1999)",1999.0
4193,"Larkin, J. H., McDermott, J., Simon, D. P., & Simon, H. A. (1980). Models of competence in solving physics problems. Cognitive Science, 4, 317–345.",/import2016short/139,147,L,"Larkin, J. H., McDermott, J., Simon, D. P., & Simon, H. A. (1980)",1980.0
4194,"Mani, M. and Mazumder, Q. (2012). Active learning in computer science education using metacognition. Proceedings of the 43rd ACM Technical Symposium on Comp. Science Educ., SIGCSE, New York, NY.",/import2016short/139,194,M,"Mani, M. and Mazumder, Q. (2012)",2012.0
4195,"Macnamara, B. N., Hambrick, D. Z. and Oswald, F. L., (2014). Deliberate Practice and Performance in Music, Games, Sports, Education and Professions: A Meta-Analysis. Psychological Science, 25(8) 1608-1618. NVivo qualitative data analysis Software; QSR International Pty Ltd. Version 10, 2012.",/import2016short/139,292,M,"Macnamara, B. N., Hambrick, D. Z. and Oswald, F. L., (2014)",2014.0
4196,"Redish, E. F., Saul, J. M. and Steinberg, R. N. (1998). Student expectations in introductory physics. American Journal of Physics, 66(212), 212-224.",/import2016short/139,148,R,"Redish, E. F., Saul, J. M. and Steinberg, R. N. (1998)",1998.0
4197,"Carter Ching, C., & Schaefer, S. (2015). Identities in Motion, Identities at Rest: Engaging Bodies and Minds in Fitness Gaming Research and Design. In Learning Technologies and the Body: Integration and Implementation In Formal and Informal Learning Environments (pp. 201–219). Taylor and Francis.",/import2016short/101,297,C,"Carter Ching, C., & Schaefer, S. (2015)",2015.0
4198,"Chi, M. T. H. (1997). Quantifying Qualitative Analyses of Verbal Data: A Practical Guide. Journal of the Learning Sciences, 6(3), 271–315.",/import2016short/101,138,C,"Chi, M. T. H. (1997)",1997.0
4199,"Chinn, C. A., & Malhotra, B. A. (2001). Epistemologically authentic scientific reasoning. In K. Crowley, C. Schunn, & T. Okada (Eds.), Designing for science: Implications from everyday, classroom, and professional settings (pp. 351–392). Mahwah, NJ: Lawrence Erlbaum Associates Publishers.",/import2016short/101,289,C,"Chinn, C. A., & Malhotra, B. A. (2001)",2001.0
4200,"Clegg, T. L., Gardner, C. M., & Kolodner, J. L. (2010). Playing with Food: Moving from Interests and Goals into Scientifically Meaningful Experiences. In Proceedings of the 9th International Conference of the Learning Sciences - Volume 1 (pp. 1135–1142). International Society of the Learning Sciences.",/import2016short/101,302,C,"Clegg, T. L., Gardner, C. M., & Kolodner, J. L. (2010)",2010.0
4201,"Kang, S., Norooz, L., Oguamana, V., Plane, A. C., Clegg, T. L., & Froehlich, J. E. (2016). SharedPhys: Live Physiological Sensing, Whole-Body Interaction, and Large-Screen Visualizations to Support Shared Inquiry Experiences. In Proceedings of the 15th International Conference on Interation Design and Children. ACM.",/import2016short/101,317,K,"Kang, S., Norooz, L., Oguamana, V., Plane, A. C., Clegg, T. L., & Froehlich, J. E. (2016)",2016.0
4202,"Lee, V. R. (2015). Learning Technologies and the Body: Integration and Implementation In Formal and Informal Learning Environments. Hoboken: Taylor and Francis.",/import2016short/101,160,L,"Lee, V. R. (2015)",2015.0
4203,"Lui, M., Kuhn, A. C., Acosta, A., Quintana, C., & Slotta, J. D. (2014). Supporting Learners in Collecting and Exploring Data from Immersive Simulations in Collective Inquiry. In Proceedings of the SIGCHI Conference on Human Factors in Computing Systems (pp. 2103–2112). New York, NY, USA: ACM.",/import2016short/101,293,L,"Lui, M., Kuhn, A. C., Acosta, A., Quintana, C., & Slotta, J. D. (2014)",2014.0
4204,"Lui, M., Slotta, J. D., & Cober, R. (2012). EvoRoom & HelioRoom: Designing Learning Experiences for Collective Inquiry. Special Issue on EIST in Personal and Ubiquitous Computing (PUC) Journal.",/import2016short/101,193,L,"Lui, M., Slotta, J. D., & Cober, R. (2012)",2012.0
4205,"Norooz, L., Mauriello, M. L., Jorgensen, A., McNally, B., & Froehlich, J. E. (2015). BodyVis: A New Approach to Body Learning Through Wearable Sensing and Visualization. In Proceedings of the 33rd Annual ACM Conference on Human Factors in Computing Systems (pp. 1025–1034).",/import2016short/101,273,N,"Norooz, L., Mauriello, M. L., Jorgensen, A., McNally, B., & Froehlich, J. E. (2015)",2015.0
4206,"Amabile, T. M. (1982). Social psychology of creativity: A consensual assessment technique. Journal of Personality and Social Psychology. 43(5). 997-1013. doi: 10.1037/0022-3514.43.5.997",/import2016short/137,185,A,"Amabile, T. M. (1982)",1982.0
4207,"Bevan, B., Gutwill, J. P., Petrich, M. and Wilkinson, K. (2015), Learning Through STEM-Rich Tinkering: Findings from a jointly negotiated research project taken up in practice. Sci. Ed., 99: 98–120. doi: 10.1002/sce.21151.",/import2016short/137,222,B,"Bevan, B., Gutwill, J. P., Petrich, M. and Wilkinson, K. (2015)",2015.0
4208,"Brock, R. (2015). Intuition and insight: two concepts that illuminate the tacit in science education. Studies in Science Education. 51(2), 127-167.",/import2016short/137,147,B,"Brock, R. (2015)",2015.0
4209,"Goel, V. (2014). Creative brains: designing in the real world. Frontiers in Human Neuroscience, 8(241), 1–14.",/import2016short/137,109,G,"Goel, V. (2014)",2014.0
4210,"Goel, V., & Pirolli, P. (1992). The structure of design problem spaces. Cognitive Science, 16, 395–429.",/import2016short/137,103,G,"Goel, V., & Pirolli, P. (1992)",1992.0
4211,"Hills, T. T., Todd, P. M., Lazer, D., Redish, A. D., Couzin, I. D., Bateson, M., … Wolfe, J. W. (2015). Trends in Cognitive Sciences, 19(1), 46-54.",/import2016short/137,147,H,"Hills, T. T., Todd, P. M., Lazer, D., Redish, A. D., Couzin, I. D., Bateson, M., … Wolfe, J. W. (2015)",2015.0
4212,"Honey, M., & Kanter, D. E. (Eds.) (2013). Design, make, play: Growing the next generation of STEM innovators. New York, NY: Routledge.",/import2016short/137,134,H,"Honey, M., & Kanter, D. E. (Eds.) (2013)",2013.0
4213,"Hutchins, E. (2013). The cultural ecosystem of human cognition. Philosophical Psychology. 27(1). 34-49. doi:10.1080/09515089.2013.830548",/import2016short/137,136,H,"Hutchins, E. (2013)",2013.0
4214,"Kelley, D., & Kelley, T. (2013). Creative confidence. New York, NY: Random House Kirsh, D. & Maglio, P. (1994). On distinguishing between epistemic and pragmatic action. Cognitive Science. 18, 513-549.",/import2016short/137,201,K,"Kelley, D., & Kelley, T. (2013). Creative confidence. New York, NY: Random House Kirsh, D. & Maglio, P. (1994)",2013.0
4215,"Reed, S. K. (2015). The structure of ill-structured (and well-structured) problems revisited. Educational Psychology Review. Advance online publication. doi: 10.1007/s10648-015-9343-1",/import2016short/137,183,R,"Reed, S. K. (2015)",2015.0
4216,"Ryle, G. (1953). Ordinary language. The Philosophical Review, 62(2), 167-186. doi:10.2307/218279 Acknowledgments This project is supported by a Singapore Ministry of Education OER grant number OER 12/14 MT. The opinions expressed here may not be shared by the funding agency.",/import2016short/137,275,R,"Ryle, G. (1953)",1953.0
4217,"Bielaczyc, K., Kapur, M., & Collins, A. (2013). Cultivating a community of learners in K-12 classrooms. In C. E. Hmelo-Silver, C. A. Zhang, C. K. Chan, & A. M. O’Donnell (Eds.), International handbook of collaborative learning (pp. 233–249), New York, NY: Routledge.",/import2016short/108,266,B,"Bielaczyc, K., Kapur, M., & Collins, A. (2013)",2013.0
4218,"Bransford, J. D., Brown, A. L., & Cocking, R. R. (2000). How people learn: brain, mind, experience, and school (Expanded ed.). Washington, DC: National Academy Press.",/import2016short/108,166,B,"Bransford, J. D., Brown, A. L., & Cocking, R. R. (2000)",2000.0
4219,"Brown, A. L., & Campione, J. C. (1994). Guided discovery in a community of learners. In K. McGilly (Ed.), Classroom lessons: Integrating cognitive theory and classroom practice (pp. 229-272). Cambridge, MA.",/import2016short/108,206,B,"Brown, A. L., & Campione, J. C. (1994)",1994.0
4220,"Collins, A., & Bielaczyc, K. (1999). The enculturation of educational thinking. The Journal of the Learning Sciences, 8(1), 129-138.",/import2016short/108,132,C,"Collins, A., & Bielaczyc, K. (1999)",1999.0
4221,"Hod, Y., & Ben-Zvi, D. (2015). Students negotiating and designing their collaborative learning norms: A group developmental perspective in learning communities. Interactive Learning Environments, 23(5), 578-594.",/import2016short/108,211,H,"Hod, Y., & Ben-Zvi, D. (2015)",2015.0
4222,"Hod, Y., & Ben-Zvi, D. (2014). A group psychotherapeutic perspective on transforming participation in a learning community. Instructional Science, 42(6), 949-970.",/import2016short/108,162,H,"Hod, Y., & Ben-Zvi, D. (2014)",2014.0
4223,"Lave, J., & Wenger, E. (1991). Situated learning: Legitimate peripheral participation. Cambridge, UK: Cambridge University Press.",/import2016short/108,129,L,"Lave, J., & Wenger, E. (1991)",1991.0
4224,"Rogoff, B. (1994). Developing understanding of the idea of communities of learners. Mind, Culture, and Activity, 1(4), 209-229.",/import2016short/108,127,R,"Rogoff, B. (1994)",1994.0
4225,"Sawyer, K. (Ed.) (2014). Grounding educational innovation in the learning sciences. The Cambridge handbook of the learning sciences: 2nd edition (pp. 726-746). NY, NY: Cambridge University Press.",/import2016short/108,195,S,"Sawyer, K. (Ed.) (2014)",2014.0
4226,"Sfard, A. (1998). On two metaphors for learning and the dangers of choosing just one. Educational Researcher, 27(2), 4-13.",/import2016short/108,122,S,"Sfard, A. (1998)",1998.0
4227,"Wertsch, J. V. (2007). Mediation. In H. Daniels, H., M. Cole, & J. V. Wertsch (Eds.). The Cambridge Companion to Vygotsky (pp. l78 - 192). Cambridge, UK: Cambridge University Press.",/import2016short/108,181,W,"Wertsch, J. V. (2007)",2007.0
4228,"Krist, C., Schwarz, C. V., & Reiser, B. J. (manuscript under review). Identifying and supporting crosscutting epistemic heuristics that guide mechanistic reasoning in science learning.",/import2016short/130,184,K,,
4229,"Fairclough, Norman. (1995) Analysing Discourse: Textual Analysis for Social Research. Routledge, London, UK.",/import2016short/130,108,F,"Fairclough, Norman. (1995)",1995.0
4230,"Fairclough, Norman. (2003) Critical Discourse Analysis: The Critical Study of Language. Longman Pub Group, London, UK.",/import2016short/130,118,F,"Fairclough, Norman. (2003)",2003.0
4231,"Jacobson, M., and Wilensky, U. (2006) “Complex Systems in Education: Scientific and Educational Importance and Implications for the Learning Sciences.” Journal of the Learning Sciences 15, no. 1: 11.",/import2016short/130,199,J,"Jacobson, M., and Wilensky, U. (2006)",2006.0
4232,"Lee, Y. C. (2012). Socio-scientific issues in health contexts: treading a rugged terrain. International Journal of Science Education, 34(3), 459-483.",/import2016short/130,149,L,"Lee, Y. C. (2012)",2012.0
4233,"Machamer, P., Darden, L., & Craver, C. F. (2000). Thinking about mechanisms. Philosophy of science, 1-25. National Council for the Social Studies (NCSS). The College, Career, and Civic Life (C3) Framework for Social Studies State Standards: Guidance for Enhancing the Rigor of K–12 Civics, Economics, Geography, and History. Author Silver Spring, MD, 2013.",/import2016short/130,356,M,"Machamer, P., Darden, L., & Craver, C. F. (2000)",2000.0
4234,"NGSS Lead States. (2013). Next Generation Science Standards: For States, By States. National Academies Press, Washington DC.",/import2016short/130,124,N,NGSS Lead States. (2013),2013.0
4235,"Pedretti, E., & Nazir, J. (2011). Currents in STSE education: Mapping a complex field, 40 years on. Science Education, 95(4), 601-626.",/import2016short/130,134,P,"Pedretti, E., & Nazir, J. (2011)",2011.0
4236,"Russ, R. S., Scherr, R. E., Hammer, D., & Mikeska, J. (2008). Recognizing mechanistic reasoning in student scientific inquiry: A framework for discourse analysis developed from philosophy of science. Science Education, 92(3), 499-525.",/import2016short/130,234,R,"Russ, R. S., Scherr, R. E., Hammer, D., & Mikeska, J. (2008)",2008.0
4237,"Senge, P. M., & Sterman, J. D. (1992). Systems thinking and organizational learning: Acting locally and thinking globally in the organization of the future.European journal of operational research, 59(1), 137-150.",/import2016short/130,213,S,"Senge, P. M., & Sterman, J. D. (1992)",1992.0
4238,"van Dijk, Teun A. (1998) Ideology: A Multidisciplinary Approach. 1st ed. SAGE Publications Ltd, London, UK.",/import2016short/130,107,v,"van Dijk, Teun A. (1998)",1998.0
4239,"Vattam, S. S., Goel, A. K., Rugaber, S., Hmelo-Silver, C. E., Jordan, R., Gray, S., & Sinha, S. (2011). Understanding complex natural systems by articulating structure-behavior-function models. Journal of Educational Technology & Society, 14(1), 66-81.",/import2016short/130,252,V,"Vattam, S. S., Goel, A. K., Rugaber, S., Hmelo-Silver, C. E., Jordan, R., Gray, S., & Sinha, S. (2011)",2011.0
4240,"Wilensky, U. (1999). NetLogo. http:ccl.northwestern.edu/netlogo. Center for Connected Learning and ComputerBased Modeling, Northwestern University. Evanston, IL.",/import2016short/130,161,W,"Wilensky, U. (1999)",1999.0
4241,"Wilensky, U., & Resnick, M. (1999). Thinking in levels: A dynamic systems approach to making sense of the world. Journal of Science Education and Technology, 8(1), 3-19.",/import2016short/130,169,W,"Wilensky, U., & Resnick, M. (1999)",1999.0
4242,"de Jong, T. (2006). Computer simulations - Technological advances in inquiry learning. Science, 312, 532-533.",/import2016short/112,109,d,"de Jong, T. (2006)",2006.0
4243,"de Jong, T., & Njoo, M. (1992). Learning and instruction with computer simulations: Learning processes involved Computer-based learning environments and problem solving (pp. 411-427): Springer.",/import2016short/112,193,d,"de Jong, T., & Njoo, M. (1992)",1992.0
4244,"de Jong, T., & van Joolingen, W. R. (1998). Scientific discovery learning with computer simulations of conceptual domains. Review of Educational Research, 68, 179-201. doi:10.2307/1170753",/import2016short/112,187,d,"de Jong, T., & van Joolingen, W. R. (1998)",1998.0
4245,"Edelson, D. C., Gordin, D. N., & Pea, R. D. (1999). Addressing the challenges of inquiry-based learning through technology and curriculum design. Journal of the Learning Sciences, 8, 391-450.",/import2016short/112,191,E,"Edelson, D. C., Gordin, D. N., & Pea, R. D. (1999)",1999.0
4246,"Hmelo, C. E., Nagarajan, A., & Roger, S. (2000). Effects of high and low prior knowledge on construction of a joint problem space. Journal of Experimental Education, 69, 36-56. doi:10.1080/00220970009600648",/import2016short/112,206,H,"Hmelo, C. E., Nagarajan, A., & Roger, S. (2000)",2000.0
4247,"Kalyuga, S. (2007). Expertise reversal effect and its implications for learner-tailored instruction. Educational Psychology Review, 19, 509-539. doi:10.1007/s10648-007-9054-3",/import2016short/112,174,K,"Kalyuga, S. (2007)",2007.0
4248,"Klahr, D., & Nigam, M. (2004). The equivalence of learning paths in early science instruction: effect of direct instruction and discovery learning. Psychol Sci, 15, 661-667. doi:10.1111/j.0956-7976.2004.00737.x",/import2016short/112,210,K,"Klahr, D., & Nigam, M. (2004)",2004.0
4249,"Manlove, S., Lazonder, A. W., & de Jong, T. (2006). Regulative support for collaborative scientific inquiry learning. Journal of Computer Assisted Learning, 22, 87-98. doi:10.1111/j.1365-2729.2006.00162.x",/import2016short/112,204,M,"Manlove, S., Lazonder, A. W., & de Jong, T. (2006)",2006.0
4250,"Pedaste, M., Maeots, M., Siiman, L. A., de Jong, T., van Riesen, S. A. N., Kamp, E. T., . . . Tsourlidaki, E. (2015). Phases of inquiry-based learning: Definitions and the inquiry cycle. Educational research review, 14, 47-61. doi:10.1016/j.edurev.2015.02.003",/import2016short/112,259,P,"Pedaste, M., Maeots, M., Siiman, L. A., de Jong, T., van Riesen, S. A. N., Kamp, E. T., . . . Tsourlidaki, E. (2015)",2015.0
4251,"Roll, I., Briseno, A., Yee, N., & Welsh, A. (2014). Not a magic bullet: The effect of scaffolding on knowledge and attitudes in online simulations. Paper presented at the Learning and becoming in practice: The International Conference of the Learning Sciences (ICLS) 2014, Boulder, Colorado, USA.",/import2016short/112,296,R,"Roll, I., Briseno, A., Yee, N., & Welsh, A. (2014)",2014.0
4252,"Veermans, K., de Jong, T., & van Joolingen, W. R. (2000). Promoting self-directed learning in simulation-based discovery learning environments through intelligent support. Interactive Learning Environments, 8, 229255. doi:10.1076/1049-4820(200012)8:3;1-D;FT229",/import2016short/112,260,V,"Veermans, K., de Jong, T., & van Joolingen, W. R. (2000). Promoting self-directed learning in simulation-based discovery learning environments through intelligent support. Interactive Learning Environments, 8, 229255. doi:10.1076/1049-4820(200012)",2000.0
4253,"Veermans, K., van Joolingen, W. R., & de Jong, T. (2006). Use of heuristics to facilitate scientific discovery learning in a simulation learning environment in a physics domain. International Journal of Science Education, 28, 341-361. doi:10.1080/09500690500277615",/import2016short/112,264,V,"Veermans, K., van Joolingen, W. R., & de Jong, T. (2006)",2006.0
4254,"Zacharia, Z. C., Manoli, C., Xenofontos, N., de Jong, T., Pedaste, M., van Riesen, S. A. N., . . . Tsourlidaki, E. (2015). Identifying potential types of guidance for supporting student inquiry when using virtual and remote labs in science: A literature review. Educational technology research and development, 63(2), 257-302. doi:10.1007/s11423-015-9370-0 Acknowledgment The reported work was partially funded by the European Union in the context of the Go-Lab project (Grant Agreement no. 317601) under the Information and Communication Technologies (ICT) theme of the 7th Framework Programme for R&D (FP7). This document does not represent the opinion of the European Union, and the European Union is not responsible for any use that might be made of its content.",/import2016short/112,766,Z,"Zacharia, Z. C., Manoli, C., Xenofontos, N., de Jong, T., Pedaste, M., van Riesen, S. A. N., . . . Tsourlidaki, E. (2015)",2015.0
4255,"Berland, L. K., & McNeill, K. L. (2010). A learning progression for scientific argumentation: Understanding student work and designing supportive instructional contexts. Science Education, 94(5), 765–793.",/import2016short/115,204,B,"Berland, L. K., & McNeill, K. L. (2010)",2010.0
4256,"Driver, R., Newton, P., & Osborne, J. (2000). Establishing the norms of scientific argumentation in classrooms. Science Education, 84, 287–312.",/import2016short/115,143,D,"Driver, R., Newton, P., & Osborne, J. (2000)",2000.0
4257,"Duschl, R. A. (2008). Science Education in Three-Part Harmony: Balancing Conceptual, Epistemic, and Social Learning Goals. Review of Research in Education, 32(1), 268 –291.",/import2016short/115,172,D,"Duschl, R. A. (2008)",2008.0
4258,"Engle, R. A., & Conant, F. R. (2002). Guiding Principles for Fostering Productive Disciplinary Engagement: Explaining an Emergent Argument in a Community of Learners Classroom. Cognition and Instruction, 20(4), 399–483.",/import2016short/115,219,E,"Engle, R. A., & Conant, F. R. (2002)",2002.0
4259,"Hofer, B. K. (2000). Dimensionality and disciplinary differences in personal epistemology. Contemporary Educational Psychology, 25(4), 378–405.",/import2016short/115,143,H,"Hofer, B. K. (2000)",2000.0
4260,"Jordan, B., & Henderson, A. (1995). Interaction Analysis: Foundations and Practice. Journal of the Learning Sciences, 4(1), 39–103.",/import2016short/115,131,J,"Jordan, B., & Henderson, A. (1995)",1995.0
4261,"Lemke, J. (1990). Talking science: Language, learning, and values. Norwood, NJ: Ablex.",/import2016short/115,86,L,"Lemke, J. (1990)",1990.0
4262,"McDonald, S., & Kelly, G. (2011). Beyond argumentation: sense-making discourse in the science classroom. In M. S. Khine (Ed.), Perspectives on scientific argumentation: Theory, practice, and research (pp. 265– 281). Dordrecht, The Netherlands: Springer.",/import2016short/115,253,M,"McDonald, S., & Kelly, G. (2011)",2011.0
4263,"Michaels, S., O’Connor, C., & Resnick, L. B. (2008). Deliberative Discourse Idealized and Realized: Accountable Talk in the Classroom and in Civic Life. Studies in Philosophy and Education, 27(4), 283–297.",/import2016short/115,205,M,"Michaels, S., O’Connor, C., & Resnick, L. B. (2008)",2008.0
4264,"Millar, R., & Osborne, J. (Eds.) (1998). Beyond 2000: Science education for the future (the report of a seminar series funded by the Nuffield Foundation). London: King’s College London.",/import2016short/115,185,M,"Millar, R., & Osborne, J. (Eds.) (1998)",1998.0
4265,"Manz, E. (2015). Representing Student Argumentation as Functionally Emergent From Scientific Activity. Review of Educational Research, 85(4), 553–590.",/import2016short/115,150,M,"Manz, E. (2015)",2015.0
4266,"National Research Council. (2012). Conceptual Framework for New Science Education Standards. Washington, DC: National Academy Press.",/import2016short/115,132,N,National Research Council. (2012),2012.0
4267,"Ryu, S., & Sandoval, W. A. (2012). Improvements to elementary children’s epistemic understanding from sustained argumentation. Science Education, 96(3), 488–526.",/import2016short/115,161,R,"Ryu, S., & Sandoval, W. A. (2012)",2012.0
4268,"Sandoval, W. A., Sodian, B., Koerber, S., & Wong, J. (2014). Developing Children’s Early Competencies to Engage With Science. Educational Psychologist, 49(2), 139–152.",/import2016short/115,167,S,"Sandoval, W. A., Sodian, B., Koerber, S., & Wong, J. (2014)",2014.0
4269,"Akkerman, S. F., & Bakker, A. (2011). Boundary crossing and boundary objects. Review of educational research, 81(2), 132-169.",/import2016short/123,125,A,"Akkerman, S. F., & Bakker, A. (2011)",2011.0
4270,"Engle, R. A., & Conant, F. R. (2002). Guiding principles for fostering productive disciplinary engagement: Explaining an emergent argument in a community of learners classroom. Cognition and Instruction, 20(4), 399-483.",/import2016short/123,219,E,"Engle, R. A., & Conant, F. R. (2002)",2002.0
4271,"Latour, B., & Woolgar, S. (1986). Laboratory life: The construction of scientific facts. Princeton, N.J: Princeton University Press.",/import2016short/123,132,L,"Latour, B., & Woolgar, S. (1986)",1986.0
4272,"Lave, J., & Wenger, E. (1991). Situated learning: Legitimate peripheral participation. Cambridge University Press.",/import2016short/123,114,L,"Lave, J., & Wenger, E. (1991)",1991.0
4273,National Research Council (Ed.). (1996). National science education standards. National Academy Press.,/import2016short/123,102,N,National Research Council (Ed.). (1996),1996.0
4274,"Star, S. L., & Griesemer, J. R. (1989). Institutional ecology, translations' and boundary objects: Amateurs and professionals in Berkeley's Museum of Vertebrate Zoology, 1907-39. Social studies of science, 19(3), 387-420.",/import2016short/123,221,S,"Star, S. L., & Griesemer, J. R. (1989)",1989.0
4275,"Wenger, E. (1999). Communities of practice: Learning, meaning, and identity. Cambridge University Press.",/import2016short/123,104,W,"Wenger, E. (1999)",1999.0
4276,"Carvalho, L., & Goodyear, P. (2014). The architecture of productive learning networks. New York, NY: Routledge.",/import2016short/124,111,C,"Carvalho, L., & Goodyear, P. (2014)",2014.0
4277,"Jacobson M, Wilensky U (2006) Complex systems in education: scientific and educational importance and implications for the learning sciences. Journal of the Learning Sciences 15(1):11–34.",/import2016short/124,187,J,"Jacobson M, Wilensky U (2006)",2006.0
4278,"Kemp, M. W. & Boynton, W. R. (2011) Synthesis in estuarine and coastal ecological research: What is it? Why is it important, and how do we teach it? Estuaries and Coasts, 35, 1-22.",/import2016short/124,180,K,"Kemp, M. W. & Boynton, W. R. (2011)",2011.0
4279,"Lee, C. (2007). Boundary negotiating artifacts: unbinding the routine of boundary objects and embracing chaos in collaborative work. Computer supported Cooperative Work, 16, 307-339.",/import2016short/124,182,L,"Lee, C. (2007)",2007.0
4280,"Lehrer R, Schauble L (2000) Developing model-based reasoning in mathematics and science. Journal of Applied Developmental Psychology, 21(1), pp. 39–48.",/import2016short/124,151,L,"Lehrer R, Schauble L (2000)",2000.0
4281,"Lehrer R, Schauble L (2006) Cultivating model-based reasoning in science education. In: The Cambridge handbook of the learning sciences. Cambridge University Press, Cambridge, pp 371–387, Retrieved from: http://www.uky.edu/฀jwi229/PBLE/readings/ Lehrer%20and%20Schauble.pdf",/import2016short/124,273,L,"Lehrer R, Schauble L (2006)",2006.0
4282,"NCEAS (2014). NCEAS: Advancing ecology to improve lives and the environment. http://www.nceas.ucsb.edu/overview (accessed 19th March, 2014).",/import2016short/124,140,N,"NCEAS (2014). NCEAS: Advancing ecology to improve lives and the environment. http://www.nceas.ucsb.edu/overview (accessed 19th March, 2014)",2014.0
4283,"Nersessian, N. J. (2002). The cognitive basis of model-based reasoning. In The cognitive basis of science (pp. 133–153). Cambridge University Press.",/import2016short/124,148,N,"Nersessian, N. J. (2002)",2002.0
4284,"Pennington, D. (2010). The dynamics of material artifacts in collaborative research teams. Computer Supported Cooperative Work. 19, pp. 175-199.",/import2016short/124,144,P,"Pennington, D. (2010)",2010.0
