,file,subject,iso,uri,type,publisher,title,issued,accessioned,citation,available,abstract,value,author_name_length,author_order,shortend_names
36,import2015full_367,"['socically shared regulation', 'regulation tools', 'web 2.0', 'mathematics']",en,https://doi.dx.org/10.22318/cscl2015.367,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Designing Simple Tools for Socially Shared Regulation: Experiences of Using Google Docs and Mobile SRL Tools in Mathematics Education,2015-07,2017-06-19 14:15:51+00:00,"Laru, J., Malmberg, J., Järvenoja, H., Sarenius, V., & Järvelä, S. (2015). Designing Simple Tools for Socially Shared Regulation: Experiences of Using Google Docs and Mobile SRL Tools in Mathematics Education In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"The aim of this paper is to describe how simple SRL tools can be used for supporting collaborative learning in the context of a mathematics education course. In particular, we will first introduce the pedagogical design building on a theoretical framework of socially shared regulation of learning (SSRL) and seamless learning. Second, we will introduce simple tools that were used at different points of the collaborative task to increase teacher and student awareness of situation-specific regulation.  Third, we will provide case examples to illustrate how the collaborating groups with varying profiles benefit from use of the tool in practice. The results show that highly self-regulating collaborating groups saw the added value of the tool designed to support SSRL. However, the collaborating groups with low levels of self-regulation felt that it was merely an additional tool which needed to '“perform”. 
","Laru, Jari",10,0,Laru J.
37,import2015full_276,"['knowledge building', 'knowledge artifact', 'case study', 'tool design']",en,https://doi.dx.org/10.22318/cscl2015.276,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Grappling with the Not-Yet-Known,2015-07,2017-06-19 14:15:51+00:00,"Richter, C., Allert, H., Albrecht, J., & Ruhl, E. (2015). Grappling with the Not-Yet-Known In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"The importance of shared artifacts as means for learning has been widely acknowledged in the learning sciences as well as within the field of CSCL. However, there is no consensus on the actual roles these artifacts are playing in processes of (collaborative) knowledge creation. In this paper we argue that the prevailing theoretical accounts block sight for important epistemic processes and also hinder a deeper understanding of the material qualities of use as they focus on the explication of what is known rather than on what is not known yet. Drawing on an ethnographic study in a design studio course on industrial design, we depict the use of design artifacts in a set of epistemic patterns. Based on the conclusion that these artifacts can be understood as objects used to come to terms with the unknown, we discuss potential implications for CSCL systems aimed to foster collaborative knowledge creation.
","Richter, Christoph",18,0,Richter C.
38,import2015full_285,"['connected learning', 'educational technology', 'social media', 'science inquiry']",en,https://doi.dx.org/10.22318/cscl2015.285,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Navigating Connected Inquiry Learning with ScienceKit,2015-07,2017-06-19 14:15:51+00:00,"Pauw, D., Clegg, T., Ahn, J., Bonsignore, E., Yip, J. C., & Uchidiuno, J. (2015). Navigating Connected Inquiry Learning with ScienceKit In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"New pervasive, social, and mobile technologies hold great potential for supporting young people’s connections between interests, peer culture, and academic pursuits. Such connected learning experiences are critical for deep and engaged learning. However, efforts to identify and sustain ways to connect these experiences for learners remain elusive. In this study, we shed light on how we can initiate the process of connected learning through technology-realized and facilitator-based scaffolding of learners’ interests, social interactions, and scientific inquiry pursuits. Specifically, we documented three cases of learners in an afterschool program called Kitchen Chemistry and their use of a social media app called ScienceKit. Analysis of ScienceKit data with facilitator interactions reveals a typology of learner paths across connected learning experiences. Furthermore, understanding typologies that best match each learner appears to be critical for helping learners to make connections across interest-driven and peer-supported scientific inquiry.
","Pauw, Daniel",12,0,Pauw D.
39,import2015full_222,"['collaborative reflection', 'Edmodo', 'individual reflection', 'online reflection']",en,https://doi.dx.org/10.22318/cscl2015.222,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Investigating Collaborative Reflection with Peers in an Online Learning Environment,2015-07,2017-06-19 14:15:51+00:00,"Wang, Q. & Quek, C. L. (2015). Investigating Collaborative Reflection with Peers in an Online Learning Environment In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"In this study, a group of 22 vocational school teachers wrote weekly reflections in an online learning environment after attending a lesson. They also read the reflections written by others and gave comments. The purpose of this study was to find out how they reflected collaboratively in the online learning environment and what they learned from the collaborative reflection process. Results show that they could reflect on the lesson content and link it to their teaching practice. Also, their peers could get additional perspectives, negotiate meaning, and learn how to reflect better from the reflection shared. Furthermore, they could also gain additional knowledge and emotional support from their peers’ comments. This paper describes the design of the study, and the themes that emerged from the reflection, comments, and responses. Benefits of writing collaborative reflection with peers in an online learning environment and issues involved in the study are discussed.
","Wang, Qiyun",11,0,Wang Q.
40,import2015full_209,"['hybrid', 'blended', 'flipped', 'inverted']",en,https://doi.dx.org/10.22318/cscl2015.209,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].","Mixing In-Class and Online Learning: Content Meta-Analysis of Outcomes for Hybrid, Blended, and Flipped Courses",2015-07,2017-06-19 14:15:51+00:00,"Margulieux, L. E., McCracken, W. M., & Catrambone, R. (2015). Mixing In-Class and Online Learning: Content Meta-Analysis of Outcomes for Hybrid, Blended, and Flipped Courses In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"Over the past 15 years, courses that mix face-to-face and online instructional methods, such as blended, hybrid, and flipped courses, have gained both supporters and skeptics in higher education. Studies that compare mixed courses to face-to-face or online courses have conflicting results: some find improved learning outcomes and some find no significant differences. We contend that these conflicting results are due to inconsistent or vague definitions of hybrid, blended, and flipped. To address this problem, we use the definitions from a recently proposed taxonomy to reclassify studies in the literature.  After reclassification, analysis of this literature reveals two main themes that illuminate how mixed instructional methods affect learning outcomes. Courses that use mixed methods can either reduce time in class and maintain learning outcomes or maintain time in class and improve learning outcomes.
","Margulieux, Lauren E.",21,0,Margulieux L. E.
41,import2015full_206,"['orchestration', 'cognitive load', 'eye-tracking', 'teaching']",en,https://doi.dx.org/10.22318/cscl2015.206,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",The Burden of Facilitating Collaboration: Towards Estimation of Teacher Orchestration Load using Eye-Tracking Measures,2015-07,2017-06-19 14:15:51+00:00,"Prieto, L. P., Sharma, K., Wen, Y., & Dillenbourg, P. (2015). The Burden of Facilitating Collaboration: Towards Estimation of Teacher Orchestration Load using Eye-Tracking Measures In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"Teacher facilitation of CSCL activities is widely recognized as one of the main factors affecting student learning outcomes in formal face-to-face settings. However, the orchestration load that such facilitation represents for the teacher, within the constraints of an authentic classroom, remains under-researched. This paper presents a novel method to estimate the cognitive load of teachers during facilitation of CSCL sessions, using mobile eye-tracking techniques. Throughout three studies of increasing authenticity, we demonstrate the feasibility of this approach, and extract insights about classroom usability challenges in CSCL practice: the increased load of class-level facilitation, or the real-time monitoring of students’ progress. This new instrument in the CSCL researcher’s toolkit can help focus our attention in critical, fine-grained classroom usability episodes, to make more informed design decisions.
","Prieto, Luis P.",15,0,Prieto L. P.
42,import2015full_403,"['online gaming', 'digital games', 'gender', 'race']",en,https://doi.dx.org/10.22318/cscl2015.403,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].","Learning Resilience in the Face of Bias: Online Gaming, Protective Communities and Interest-Driven Digital Learning",2015-07,2017-06-19 14:15:51+00:00,"Richard, G. T. & Hoadley, C. (2015). Learning Resilience in the Face of Bias: Online Gaming, Protective Communities and Interest-Driven Digital Learning In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"Online digital gaming environments have been proposed as an important form of computer-supported collaborative learning, but these environments have been shown to marginalize some learners, most notably women or girls, as well as ethnic or racial minorities. Furthermore, game-based competencies and identities have been shown to be important for digitally-mediated learning activities and trajectories in computer science and technology. In this paper we look at how supportive communities can improve resilience by mitigating stereotype threat, and thereby helping to protect vulnerable groups from the negative effects of implicit and explicit bias in gaming culture and game-based learning activities. Our findings demonstrate that a female-supportive gaming community can foster equitable gaming identification and self-concept, and we propose that similar models can be used with other marginalized groups (i.e., ethnic/racial minorities).
","Richard, Gabriela T.",20,0,Richard G. T.
43,import2015full_404,"['discussion affordances', 'massive open online courses', 'reasoning', 'MOOC']",en,https://doi.dx.org/10.22318/cscl2015.404,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Fostering Discussion across Communication Media in Massive Open Online Courses,2015-07,2017-06-19 14:15:51+00:00,"Ferschke, O., Howley, I., Tomar, G., Yang, D., Liu, Y., & Rosé, C. P. (2015). Fostering Discussion across Communication Media in Massive Open Online Courses In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper presents data from one cycle of a design based research process in which we grapple with challenges in engaging students in more intensive discussion based interactions in Massive Open Online Courses (MOOCs). We compare across three communication media provided to students in that context in terms of relative popularity and overlap in student sub-populations. We also compare the communication between these contexts in terms of their content focus, concentration of reasoning articulation, and the interaction between the two.  This comparison allows investigating the specific contribution of synchronous collaboration in a MOOC, which is relatively novel.  The analysis suggests that there is value in providing a diverse set of discussion contexts in that they may lend themselves to differently natured interactions, but that it creates a need for greater efforts towards effective bridging between media and channeling of students to pockets of interaction that are potentially of personal benefit.
","Ferschke, Oliver",16,0,Ferschke O.
44,import2015full_320,"['scaffolding', 'symmetrical peers', 'collaboration', 'science education']",en,https://doi.dx.org/10.22318/cscl2015.320,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Peer Scaffolding to Learn Science in Symmetrical Groups Collaborating Over Time,2015-07,2017-06-19 14:15:51+00:00,"Martin, N. D., Gnesdilow, D., & Puntambekar, S. (2015). Peer Scaffolding to Learn Science in Symmetrical Groups Collaborating Over Time In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"While educators often assume that students working together in symmetrical groups support each other’s learning, this scaffolding may look very different from scaffolding in asymmetrical relationships. Little is known about how students in symmetrical groups support one another to learn. We examined scaffolding interactions of two symmetrical groups of students as they worked on physics simulations over time. We analyzed the interactions within each group to understand how students support their peers to learn science. We found that students in Group A had a significantly greater proportion of scaffolding discourse than students in Group B, but there were no significant differences in students’ learning gains between the two groups. However, we found that one student in each group emerged as a more dominant scaffolder by driving the discourse and helping the group move forward with the task; this student made the most learning gains in each group.
","Martin, Nicole D.",17,0,Martin N. D.
45,import2015full_146,"['shared epistemic agency', 'multivocality approach', 'social network analysis', 'in-depth dialogical analysis']",en,https://doi.dx.org/10.22318/cscl2015.146,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",A Multivocality Approach to Epistemic Agency in Collaborative Learning,2015-07,2017-06-19 14:15:51+00:00,"Oshima, J., Oshima, R., & Fujita, W. (2015). A Multivocality Approach to Epistemic Agency in Collaborative Learning In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"The purpose of this study was to propose a multivocality approach to analyzing shared epistemic agency in collaborative learning and to test its effectiveness by examining actual datasets. We proposed the combination of social network analysis (SNA) and in-depth dialogical analysis as a multivocality approach and analyzed discourse transcriptions of collaborative reading comprehension by university students as datasets. First, we identified pivotal points of discourse where students might engage in an epistemic action toward alleviating a lack of knowledge. Then, we conducted in-depth analysis of discourse segments around the pivotal points. Results revealed that pivotal points identified by SNA were confirmed as alleviating lack of knowledge by further in-depth dialogical analysis. We further succeeded in identifying dialogical patterns in the shared epistemic agency and each individual student’s contribution to them.
","Oshima, Jun",11,0,Oshima J.
46,import2015full_122,"['orchestration', 'discourse', 'inquiry', 'collaboration']",en,https://doi.dx.org/10.22318/cscl2015.122,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",The 3R Orchestration Cycle: Fostering Multi-Modal Inquiry Discourse in a Scaffolded Inquiry Environment,2015-07,2017-06-19 14:15:51+00:00,"Fong, C., Cober, R., Messina, R., Moher, T., Murray, J., Peebles, B., & Slotta, J. D. (2015). The 3R Orchestration Cycle: Fostering Multi-Modal Inquiry Discourse in a Scaffolded Inquiry Environment In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper reports on second and third iteration classroom trials of Common Knowledge (CK2 and CK3 respectively) – a pedagogical and technological innovation that supports teacher orchestration of inquiry discourse occurring in the digital CK environment and face-to-face in the classroom. CK facilitated the scaffolding of grade 5/6 students through phases of collaborative biodiversity (CK2) and astronomy (CK3) inquiry. Using tablets, students contributed to a community knowledge base that was publicly displayed on an interactive whiteboard (IWB). The IWB visualized the community’s idea flow, enabling learners to sort their ideas along socially-negotiated categories. Inquiry work done in the CK environment affected the knowledge work done in the face-to-face classroom discussions, and vice versa. We observed that teachers used an orchestration cycle of Reflect-Refocus-Release (3R) as a means of managing this blended learning environment. A comparison of teachers’ Reflect discourse structures between both iterations, indicate such patterns vary with inquiry task demands.
","Fong, Cresencia",15,0,Fong C.
47,import2015full_321,"['technology', 'interest-driven learning', 'design', 'STEM']",en,https://doi.dx.org/10.22318/cscl2015.321,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",‘Re-mediating’ Learning,2015-07,2017-06-19 14:15:51+00:00,"Jona, K., Penney, L., & Stevens, R. (2015). ‘Re-mediating’ Learning In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"Building on our own and others’ research about productive features of non-school learning environments, we describe a new experimental infrastructure for the organization and mediation of learning called FUSE. Activity in FUSE is mediated by a website and supported by an adult facilitator (typically a teacher, librarian, or other youth educator). Based on emerging research from the more than 4000 young people that have participated in FUSE in 30+ schools, libraries, and summer camps in the Chicago area, we have begun to characterize how the affordances of the FUSE website are supporting a shift in the material organization of learning in the in-school classrooms in which it is implemented. We describe how FUSE ‘re-mediates’ learning by providing individualized learning pathways, dynamic arrangements for learning, alternative forms of ‘assessment’, new roles for the teacher, and a rethinking of how curriculum materials are produced.
","Jona, Kemi",10,0,Jona K.
48,import2015full_178,"['public idea repositories', 'science inquiry', 'literacy', 'middle school']",en,https://doi.dx.org/10.22318/cscl2015.178,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Examining the Real and Perceived Impacts of a Public Idea Repository on Literacy and Science Inquiry,2015-07,2017-06-19 14:15:51+00:00,"Matuk, C. & Linn, M. C. (2015). Examining the Real and Perceived Impacts of a Public Idea Repository on Literacy and Science Inquiry In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"Public idea repositories can facilitate beneficial interactions among students. They moreover offer contexts for developing inquiry and literacy skills, as they position students as writers, and not just reviewers of science. Access to peers’ ideas can diversify students’ thinking, but also reinforce existing understanding. We investigate the real and perceived impacts of different prompts for students’ use of peers’ ideas. 144 middle school students used an online tool to exchange ideas during a science inquiry unit. Students prompted to seek ideas different from their own perceived their peers as having greater impact on their thinking than students prompted to seek ideas that reinforced their own. Although students’ revisions after exchanging ideas showed no actual change, students who diversified their ideas later showed significantly greater pre to post test gains. These findings suggest ways that technologies can be designed to best support students in taking advantage of peers as learning resources.
","Matuk, Camillia",15,0,Matuk C.
49,import2015full_372,"['peer assessment', 'feedback uptake', 'academic writing']",en,https://doi.dx.org/10.22318/cscl2015.372,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Maximizing Benefit of Peer-Feedback to Increase Feedback Uptake in Academic Writing,2015-07,2017-06-19 14:15:51+00:00,"Wichmann, A., Funk, A. L., & Rummel, N. (2015). Maximizing Benefit of Peer-Feedback to Increase Feedback Uptake in Academic Writing In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"Revising text is an essential part of the writing process. Yet, inexperienced writers revise their texts too superficially. Peer-feedback has become a popular method to provide elaborate and timely feedback to students during writing. Though peer-feedback has  shown promising results, studies also indicate that students have problems benefitting from feedback, resulting in a lack of feedback uptake and little revision. Students might need to be facilitated to make sense of feedback and reflect more deeply on it. The study investigated the effect of sense-making support on revision skills and feedback uptake. Altogether, 73 university students were assigned to a condition either with or without sense-making support. Results showed no effect on revision skills, yet results of content-analysis yielded a significant effect for two out of three feedback uptake variables. Students in the condition with sense-making support made less new errors and rejected more incorrect feedback. Sense-making support appeared to help students to some extent to maximize benefit from peer-feedback. 
","Wichmann, Astrid",16,0,Wichmann A.
50,import2015full_182,"['tangible user interface', 'eye-tracking', 'joint attention']",en,https://doi.dx.org/10.22318/cscl2015.182,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",3D Tangibles Facilitate Joint Visual Attention in Dyads,2015-07,2017-06-19 14:15:51+00:00,"Schneider, B., Sharma, K., Cuendet, S., Zufferey, G., Dillenbourg, P., & Pea, R. D. (2015). 3D Tangibles Facilitate Joint Visual Attention in Dyads In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"We report results from a dual eye-tracking study around a Tangible User Interface (TUI). Participants (N=54) worked in groups of two and solved optimization problems on the TinkerTable, a TUI designed for students in logistics. The TinkerTable features tangible shelves that students can manipulate to build and optimize the layout of a warehouse while the system provides feedback with a projector above the table. Using mobile eye-trackers, we examined participants’ visual coordination when solving those problems. We describe two contributions to the CSCL community: first, we propose a methodology for synchronizing two eye-tracking goggles and computing measures of joint visual attention (JVA) in a co-located setting. Second, we report preliminary findings suggesting that participants were more likely to have moments of joint attention when looking at 3D, realistic objects compared to 2D, abstract ones. JVA was also found to be a significant predictor of students’ learning gains and performance during the optimization tasks. We discuss implications of these findings for supporting interactions around a TUI.
","Schneider, Bertrand",19,0,Schneider B.
51,import2015full_176,"['education', 'learning outcomes', 'science education', 'simulations']",en,https://doi.dx.org/10.22318/cscl2015.176,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Impacts on Student Understanding of Scientific Practices and Crosscutting Themes through an NGSS–Designed Computer-Supported Curriculum and Instruction Project,2015-07,2017-06-19 14:15:51+00:00,"Yoon, S. A., Koehler-Yom, J., Anderson, E., Oztok, M., Klopfer, E., Schoenfeld, I., Wendel, D., Sheldon, J., & Scheintaub, H. (2015). Impacts on Student Understanding of Scientific Practices and Crosscutting Themes through an NGSS–Designed Computer-Supported Curriculum and Instruction Project In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper presents a curriculum intervention intentionally designed to align with Next Generation Science Standards in the high-school biology classroom. The project emphasizes learning about complex systems through an agent-based modeling tool called StarLogo Nova. Five curricular units have been developed on the topics of enzymes, ecology, protein synthesis, gene regulation, and sugar transport. In this exploratory study we were interested in understanding the extent to which students demonstrated understanding and skills in NGSS areas as they were designed. Evidence is gleaned from classroom observations and interviews with 50 students selected from the larger population of 352 students who worked with project resources during the 2013-2014 school year. Findings revealed that students demonstrated understanding and skills in all NGSS scientific practices and crosscutting themes particularly in the areas of developing and using models, analyzing and interpreting data, cause and effect, and systems and system models.
","Yoon, Susan A.",14,0,Yoon S. A.
52,import2015full_171,"['action research', 'boundary objects', 'communities of practice', 'design research']",en,https://doi.dx.org/10.22318/cscl2015.171,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Constructing Knowledge: A Community of Practice Framework for Evaluation in the VMT Project,2015-07,2017-06-19 14:15:51+00:00,"Khoo, M. & Stahl, G. (2015). Constructing Knowledge: A Community of Practice Framework for Evaluation in the VMT Project In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper describes a formative evaluation of the Virtual Math Teams (VMT) Project as it adopts the GeoGebra dynamic-mathematics application. The project team is considered as a Community of Practice, which communicates with student users through boundary objects. An ethnographic action research approach is used to analyze three sources of data: VMT user manuals; screenshots of tool interfaces and assignments; and logs of student chat sessions addressing those assignments. The analysis focuses on how the topic of ‘construction’ is articulated in each data set. The results show that the team understands ‘construction’ in terms of a complex web of knowledge of dynamic geometry, while the students develop their own emergent notions of ‘constructing’ from the boundary objects produced by the team. Recommendations for boundary object design are briefly considered.
","Khoo, Michael",13,0,Khoo M.
53,import2015full_185,"['metadiscourse', 'Idea Thread Mapper', 'knowledge building', 'collective responsibility']",en,https://doi.dx.org/10.22318/cscl2015.185,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper,2015-07,2017-06-19 14:15:51+00:00,"Zhang, J., Chen, M., Tao, D., Sun, Y., Lee, J., & Judson, D. (2015). Fostering Sustained Knowledge Building through Metadiscourse Aided by the Idea Thread Mapper In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This study was conducted in two Grade 5/6 classrooms that studied electricity over a three-month period using Knowledge Forum. Classroom A used Idea Thread Mapper (ITM)—a timeline-based collective discourse mapping tool—to engage in ongoing metadiscourse to review collective advances and gaps. Classroom B did not engage in this reflective practice until near the end of the inquiry. The results show that members of class A had more comprehensive and coherent awareness of the various inquiry themes discussed by their community focusing on deep conceptualization of electricity. Informed by the reflective awareness, classroom A also engaged in more active and connected online discourse to address deepening issues and develop coherent explanations across different lines of inquiry.
","Zhang, Jianwei",14,0,Zhang J.
54,import2015short_307,"['research questions', 'research methods', 'CSCL', 'relationship']",en,https://doi.dx.org/10.22318/cscl2015.307,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Research Questions and Research Methods in CSCL Research,2015-07,2017-06-19 14:15:51+00:00,"Jeong, H. & Hmelo-Silver, C. E. (2015). Research Questions and Research Methods in CSCL Research In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"While research questions play a critical role in research, their role has seldom been examined systematically. In this study, we examined what kinds of research questions are addressed in CSCL empirical research and what is the relationship between research questions and methods, in part using outcomes of an earlier analysis. The analysis showed that CSCL research has mainly focused on design and implementation of technological and/or curricular interventions. Research questions influenced research methods to a degree, although the relationships were not strict. The results confirmed, as well as contradicted, some of the intuitive conceptions about the relationship between research questions and methods. Implications for future CSCL research are discussed.
","Jeong, Heisawn",14,0,Jeong H.
55,import2015short_309,"['learning through design', 'location-based games', 'history learning', 'video analysis']",en,https://doi.dx.org/10.22318/cscl2015.309,Book chapter," International Society of the Learning Sciences, Inc. [ISLS].",Students’ Design Decisions in Collaborative Design of Location-Based Games for Learning,2015-07,2017-06-19 14:15:51+00:00,"Wake, J. D., Guribye, F., & Wasson, B. (2015). Students’ Design Decisions in Collaborative Design of Location-Based Games for Learning In  Lindwall, O., Häkkinen, P., Koschman, T. Tchounikine, P.  Ludvigsen, S. (Eds.) (2015). Exploring the Material Conditions of Learning: The Computer Supported Collaborative Learning (CSCL) Conference 2015, Volume 1. Gothenburg, Sweden: The International Society of the Learning Sciences.",2017-06-19 14:15:51+00:00,"This paper describes a study of students designing location-based games for each other to learn history. A learning scenario was developed where groups of students create a game, receive and play another group’s game, and create a media product based on their experiences. We analyse the video footage of students collaboratively engaged with designing the games and highlight how the design process involves making practical decisions, and how the notion of the others – the students’ peers – feature in the group’s interaction. Furthermore, the analysis focuses on how the design process is coordinated and collaboratively organised, and involves translation of the source material into game information.
","Wake, Jo Dugstad",16,0,Wake J. D.
